"section","Frequency rank","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss ES","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_ES","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula ES","meaning fixed","Qal=1 ES","Nifal=2 ES","Piel=3 ES","Pual=4 ES","Hitpael=5 ES","Hifil=6 ES","Hofal=7 ES","Hishtafal=8 ES","Passive qal=9 ES","Etpaal=1 ES","Nitpael=11 ES","Hotpaal=12 ES","Tifal=13 ES","Hitpoal=14 ES","Poal=15 ES","Poel=16 ES"
,2105,12,2543,"XPH[","חפה ","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","nif piel qal","cover",,,"Mitchel_Sec5.Z (12)",,0,"qal: cubrir, velar; ni: ser cubierto, estar cubierto; pi: cubrir;","qal: cubrir, velar; qal pass: ; ni: ser cubierto, estar cubierto; pi: cubrir; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","cubrir, velar","ser cubierto, estar cubierto","cubrir",,,,,,,,,,,,,
,2106,12,2607,"XQR/","חֵקֶר ",,,,,", , , ",,"subs",,"searching, exploration",,,"Mitchel_Sec5.Z (12)",,"busqueda, exploracion, búsqueda, exploración","busqueda, exploracion, búsqueda, exploración",,"done",,,,,,,,,,,,,,,,
,2107,12,2688,"XRY[","חרץ I","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","nif qal","decide; sharpen (the tongue) against",,,"Mitchel_Sec5.BB (10)",,0,"qal: amenazar; resolver, determinar; ni: estar determinado; decision;","qal: amenazar; resolver, determinar; qal pass: ; ni: estar determinado; decision; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","amenazar; resolver, determinar","estar determinado; decision",,,,,,,,,,,,,,
,2108,12,2241,"XWL[","חול ","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","hit piel qal","whirl, dance",,,"Mitchel_Sec5.O (23)",,0,"qal: girar, bailar; pi: bailar, danzar; hit: girar;","qal: girar, bailar; qal pass: ; ni: ; pi: bailar, danzar; pu: ; hit: girar; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","girar, bailar",,"bailar, danzar",,"girar",,,,,,,,,,,
,2109,12,6641,"YLMN</","צַלְמֻנָּע ",,,,,", , , ",,"nmpr",,"Zalmunna",,,"Mitchel_Sec5.Z (12)",,"Zalmuna","Zalmuna",,"done",,,,,,,,,,,,,,,,
,2110,12,6663,"YMX/","צֶמַח ",,,,,", , , ",,"subs",,"growth; sprout",,,"Mitchel_Sec5.Z (12)",,"brote; crecimiento","brote; crecimiento",,"done",,,,,,,,,,,,,,,,
,2111,12,2090,"Z<M[","זעם ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","nif qal","be indignant, curse",,,"Mitchel_Sec5.Z (12)",,0,"qal: maldecir, regañar; ni: hacerse indignado;","qal: maldecir, regañar; qal pass: ; ni: hacerse indignado; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","maldecir, regañar","hacerse indignado",,,,,,,,,,,,,,
,2112,12,1980,"ZBX=/","זֶבַח II",,,,,", , , ",,"nmpr",,"Zebah",,,"Mitchel_Sec5.Z (12)",,"Zeba","Zeba",,"done",,,,,,,,,,,,,,,,
,2113,12,2045,"ZKRJ/","זִכְרִי ",,,,,", , , ",,"nmpr",,"Zicri",,,"Mitchel_Sec5.Z (12)",,"Zicri","Zicri",,"done",,,,,,,,,,,,,,,,
,2114,12,2079,"ZNWNJM/","זְנוּנִים ",,,,,", , , ",,"subs",,"prostitution, fornication",,,"Mitchel_Sec5.Y (13)",,"prostitucion, fornicacion, prostitución, fornicación","prostitucion, fornicacion, prostitución, fornicación",,"done",,,,,,,,,,,,,,,,
,2115,11,5525,"<BDJH/","עֹבַדְיָה ",,,,,", , , ",,"nmpr",,"Obadiah",,,"Mitchel_Sec5.AA (11)",,"Abdias, Abdías","Abdias, Abdías",,"done",,,,,,,,,,,,,,,,
,2116,11,5863,"<ML[","עמל ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","labour, toil",,,"Mitchel_Sec5.AA (11)",,0,"qal: trabajar, afanarse;","qal: trabajar, afanarse; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","trabajar, afanarse",,,,,,,,,,,,,,,
,2117,11,5919,"<NN[","ענן ","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","piel","cause to appear",,,"Mitchel_Sec5.AA (11)",,0,"pi: hacer aparecer; pi: hacer aparecer;","pi: hacer aparecer; qal: ; qal pass: ; ni: ; pi: hacer aparecer; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3",,,"hacer aparecer",,,,,,,,,,,,,
,2118,11,6016,"<QC/","עִקֵּשׁ I",,,,,", , , ",,"adjv",,"crooked",,,"Mitchel_Sec5.AA (11)",,"pervertido","pervertido",,"done",,,,,,,,,,,,,,,,
,2119,11,6071,"<RMH=/","עֲרֵמָה II",,,,,", , , ",,"subs",,"heap",,,"Mitchel_Sec5.BB (10)",,"monton, montón","monton, montón",,"done",,,,,,,,,,,,,,,,
,2120,11,6052,"<RWM=/","עָרוּם II",,,,,", , , ",,"adjv",,"shrewd",,,"Mitchel_Sec5.AA (11)",,"astuto, prudente","astuto, prudente",,"done",,,,,,,,,,,,,,,,
,2121,11,5718,"<VP=[","עטף II","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hit nif qal","become faint",,,"Mitchel_Sec5.Y (13)",,0,"qal: estar débil, desmayar; ni: estar débil, desmayar; hit: desvanecerse; hi: estar debil;","qal: estar débil, desmayar; qal pass: ; ni: estar débil, desmayar; pi: ; pu: ; hit: desvanecerse; hi: estar debil; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","estar débil, desmayar","estar débil, desmayar",,,"desvanecerse","estar debil",,,,,,,,,,
,2122,11,5638,"<WLL/","עֹולֵל I",,,,,", , , ",,"subs",,"child",,,"Mitchel_Sec5.AA (11)",,"nino, niño","nino, niño",,"done",,,,,,,,,,,,,,,,
,2123,11,5659,"<WT[","עות I","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","hit piel pual","make crooked, pervert",,,"Mitchel_Sec5.Z (12)",,0,"pi: torcer, perverter; pi: torcer, perverter; pu: estar torcido, estar inclinado; hit: torcerse, inclinarse;","pi: torcer, perverter; qal: ; qal pass: ; ni: ; pi: torcer, perverter; pu: estar torcido, estar inclinado; hit: torcerse, inclinarse; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3",,,"torcer, perverter","estar torcido, estar inclinado","torcerse, inclinarse",,,,,,,,,,,
,2124,11,5683,"<ZJ/","עֻזִּי ",,,,,", , , ",,"nmpr",,"Uzzi",,,"Mitchel_Sec5.AA (11)",,"Uzi","Uzi",,"done",,,,,,,,,,,,,,,,
,2125,11,43,">BJRM/","אֲבִירָם ",,,,,", , , ",,"nmpr",,"Abiram",,,"Mitchel_Sec5.AA (11)",,"Abiram , Abiran, Abiram , Abirán","Abiram , Abiran, Abiram , Abirán",,"done",,,,,,,,,,,,,,,,
,2126,11,51,">BL","אֲבָל ",,,,,", , , ",,"intj",,"indeed; however; alas",,,"Mitchel_Sec5.AA (11)",,"ciertamente; pero , sin embargo","ciertamente; pero , sin embargo",,"done",,,,,,,,,,,,,,,,
,2127,11,366,">JC_BCT/","אִישׁ בֹּשֶׁת ",,,,,", , , ",,"nmpr",,"Ish-Bosheth",,,"Mitchel_Sec5.AA (11)",,"Is-boset","Is-boset",,"done",,,,,,,,,,,,,,,,
,2128,11,340,">JL/","אַיָּל I",,,,,", , , ",,"subs",,"deer",,,"Mitchel_Sec5.P (22)",,"carnero, gamo ","carnero, gamo ",,"done",,,,,,,,,,,,,,,,
,2129,11,569,">NXH/","אֲנָחָה ",,,,,", , , ",,"subs",,"sigh, groan",,,"Mitchel_Sec5.AA (11)",,"suspiro, gemido","suspiro, gemido",,"done",,,,,,,,,,,,,,,,
,2130,11,746,">RF[","ארשׂ ","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","piel pual","betroth (a woman)",,,"Mitchel_Sec5.AA (11)",,0,"pi: desposar; pi: desposar; pu: desposar;","pi: desposar; qal: ; qal pass: ; ni: ; pi: desposar; pu: desposar; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3",,,"desposar","desposar",,,,,,,,,,,,
,2131,11,606,">SR/","אִסָּר I",,,,,", , , ",,"subs",,"vow",,,"Mitchel_Sec5.AA (11)",,"voto, voto de abstinencia","voto, voto de abstinencia",,"done",,,,,,,,,,,,,,,,
,2132,11,831,">TNN/","אֶתְנַן I",,,,,", , , ",,"subs",,"gift; reward",,,"Mitchel_Sec5.AA (11)",,"regalo; premio","regalo; premio",,"done",,,,,,,,,,,,,,,,
,2133,11,176,">WDWT/","אֹודֹות ",,,,,", , , ",,"subs",,"on account of",,"אֹדוֹת","Mitchel_Sec5.BB (10)",,"porque; por cause de , a cause de , causa de","porque; por cause de , a cause de , causa de",,"done",,,,,,,,,,,,,,,,
,2134,11,194,">WN/","אֹון I",,,,,", , , ",,"subs",,"(manly) strength; wealth",,,"Mitchel_Sec5.T (18)",,"vigor , fuerza ,riqueza","vigor , fuerza ,riqueza",,"done",,,,,,,,,,,,,,,,
,2135,11,864,"BDD/","בָּדָד I",,,,,", , , ",,"subs",,"solitude; alone",,,"Mitchel_Sec5.AA (11)",,"soledad; solo","soledad; solo",,"done",,,,,,,,,,,,,,,,
,2136,11,1082,"BNJH=/","בְּנָיָה II",,,,,", , , ",,"nmpr",,"Benaiah",,,"Mitchel_Sec5.AA (11)",,"Benaia, Benaía","Benaia, Benaía",,"done",,,,,,,,,,,,,,,,
,2137,11,1220,"BRJ<H/","בְּרִיעָה ",,,,,", , , ",,"nmpr",,"Beriah",,,"Mitchel_Sec5.AA (11)",,"Beria, Bería","Beria, Bería",,"done",,,,,,,,,,,,,,,,
,2138,11,1261,"BT_CB</","בַּת שֶׁבַע ",,,,,", , , ",,"nmpr",,"Bathsheba",,,"Mitchel_Sec5.AA (11)",,"Betsabe, Betsabé","Betsabe, Betsabé",,"done",,,,,,,,,,,,,,,,
,2139,11,892,"BWZ/","בּוּז I",,,,,", , , ",,"subs",,"contempt",,,"Mitchel_Sec5.Z (12)",,"desprecio","desprecio",,"done",,,,,,,,,,,,,,,,
,2140,11,7559,"CBTWN/","שַׁבָּתֹון ",,,,,", , , ",,"subs",,"special Sabbath",,,"Mitchel_Sec5.AA (11)",,"fiesta sabatica, fiesta sabática","fiesta sabatica, fiesta sabática",,"done",,,,,,,,,,,,,,,,
,2141,11,7599,"CHM/","שֹׁהַם I",,,,,", , , ",,"subs",,"carnelian <precious stone>",,,"Mitchel_Sec5.AA (11)",,"onice, cornalina, lapislazuli, ónice","onice, cornalina, lapislazuli, ónice",,"done",,,,,,,,,,,,,,,,
,2142,11,8119,"CQD[","שׁקד I",,,,"regular",", , , regular","regular","verb","qal","wake; watch",,,"Mitchel_Sec5.T (18)",,0,"qal: estar despierto, mirar, velar, vigilar;","qal: estar despierto, mirar, velar, vigilar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","estar despierto, mirar, velar, vigilar",,,,,,,,,,,,,,,
,2143,11,8133,"CQY/","שֶׁקֶץ ",,,,,", , , ",,"subs",,"detestable thing",,,"Mitchel_Sec5.AA (11)",,"abominación","abominación",,"done",,,,,,,,,,,,,,,,
,2144,11,7655,"CW<H/","שַׁוְעָה ",,,,,", , , ",,"subs",,"cry for help",,,"Mitchel_Sec5.AA (11)",,"clamor","clamor",,"done",,,,,,,,,,,,,,,,
,2145,11,7639,"CWL/","שׁוּל ",,,,,", , , ",,"subs",,"skirt",,,"Mitchel_Sec5.AA (11)",,"falda, dobladillo de la falda","falda, dobladillo de la falda",,"done",,,,,,,,,,,,,,,,
,2146,11,1789,"DCN[","דשׁן ",,,,"regular",", , , regular","regular","verb","hotp piel pual qal","grow fat",,,"Mitchel_Sec5.AA (11)",,0,"qal: engordar; pi: engordar, hacer engordar; pu: ser engordado; hotpa: estar saciado de grasa;","qal: engordar; qal pass: ; ni: ; pi: engordar, hacer engordar; pu: ser engordado; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: estar saciado de grasa; tif: ; hitpo: ; poa: ; poe: ;","Q=1","engordar",,"engordar, hacer engordar","ser engordado",,,,,,,,"estar saciado de grasa",,,,
,2147,11,1642,"DDN/","דְּדָן ",,,,,", , , ",,"nmpr",,"Dedan",,,"Mitchel_Sec5.AA (11)",,"Dedan, Dedan, Dedán, Dedan","Dedan, Dedan, Dedán, Dedan",,"done",,,,,,,,,,,,,,,,
,2148,11,1766,"DQR[","דקר ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif pual qal","pierce, thrust through",,,"Mitchel_Sec5.AA (11)",,0,"qal: atravezar, perforar, empujar a traves; ni: ser perforado a traves; pu: ser perforado;","qal: atravezar, perforar, empujar a traves; qal pass: ; ni: ser perforado a traves; pi: ; pu: ser perforado; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","atravezar, perforar, empujar a traves","ser perforado a traves",,"ser perforado",,,,,,,,,,,,
,2149,11,1284,"G>L=[","גאל II",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","hit nif piel pual qal","be defiled, polluted",,,"Mitchel_Sec5.AA (11)",,0,"ni: mancharse, contaminarse, llegar a ser contaminado, llegar a ser manchado; qal: ser contaminado, estar contaminado; pi: hacer indigno, ritualmente impuro; pu: hacerse indigno ; hit: contaminarse ;","ni: mancharse, contaminarse, llegar a ser contaminado, llegar a ser manchado; qal: ser contaminado, estar contaminado; qal pass: ; pi: hacer indigno, ritualmente impuro; pu: hacerse indigno ; hit: contaminarse ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","N=2","ser contaminado, estar contaminado","mancharse, contaminarse, llegar a ser contaminado, llegar a ser manchado","hacer indigno, ritualmente impuro","hacerse indigno ","contaminarse ",,,,,,,,,,,
,2150,11,1494,"GL<DJ/","גִּלְעָדִי ",,,,,", , , ",,"adjv",,"Gileadite",,,"Mitchel_Sec3.G (111-100)",,"Galaaditas","Galaaditas",,"done",,,,,,,,,,,,,,,,
,2151,11,1550,"GRH=/","גֵּרָה II",,,,,", , , ",,"subs",,"cud",,,"Mitchel_Sec5.AA (11)",,"rumia","rumia",,"done",,,,,,,,,,,,,,,,
,2152,11,1422,"GZJT/","גָּזִית ",,,,,", , , ",,"subs",,"hewn stone",,,"Mitchel_Sec5.AA (11)",,"piedra labrada, sillar","piedra labrada, sillar",,"done",,,,,,,,,,,,,,,,
,2153,11,1827,"HDP[","הדף ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","push, push away",,,"Mitchel_Sec5.AA (11)",,0,"qal: empujar;","qal: empujar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","empujar",,,,,,,,,,,,,,,
,2154,11,2950,"JD<JH/","יְדַעְיָה ",,,,,", , , ",,"nmpr",,"Jedaiah",,,"Mitchel_Sec5.AA (11)",,"Jedaias","Jedaias",,"done",,,,,,,,,,,,,,,,
,2155,11,2951,"JD<NJ/","יִדְּעֹנִי ",,,,,", , , ",,"subs",,"soothsayer",,,"Mitchel_Sec5.AA (11)",,"espiritu de los muertos; adivino, (espíritu)","espiritu de los muertos; adivino, (espíritu)",,"done",,,,,,,,,,,,,,,,
,2156,11,3205,"JPT/","יֶפֶת ",,,,,", , , ",,"nmpr",,"Japheth",,,"Mitchel_Sec5.AA (11)",,"Jafet","Jafet",,"done",,,,,,,,,,,,,,,,
,2157,11,3250,"JQR[","יקר ","i-waw",,,,"i-waw, , , ","i-waw","verb","hif qal","be precious; be valued",,,"Mitchel_Sec5.AA (11)",,0,"qal: ser dificil; ser valorado; ser precioso, ser raro; hi: hacer precioso; hacer raro;","qal: ser dificil; ser valorado; ser precioso, ser raro; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: hacer precioso; hacer raro; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","ser dificil; ser valorado; ser precioso, ser raro",,,,,"hacer precioso; hacer raro",,,,,,,,,,
,2158,11,3247,"JQY[","יקץ ","i-yod",,,,"i-yod, , , ","i-yod","verb","qal","awake",,,"Mitchel_Sec5.AA (11)",,0,"qal: despertar;","qal: despertar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","despertar",,,,,,,,,,,,,,,
,2159,11,3393,"JTRT/","יֹתֶרֶת ",,,,,", , , ",,"subs",,"appendage of liver",,,"Mitchel_Sec5.AA (11)",,"(extra) lobulos del higado; que es redundante (meteforicamente)","(extra) lobulos del higado; que es redundante (meteforicamente)",,"done",,,,,,,,,,,,,,,,
,2160,11,2990,"JW>X/","יֹואָח ",,,,,", , , ",,"nmpr",,"Joah",,,"Mitchel_Sec5.AA (11)",,"Joa","Joa",,"done",,,,,,,,,,,,,,,,
,2161,11,3013,"JWN=/","יָוָן II",,,,,", , , ",,"nmpr",,"Greece",,,"Mitchel_Sec5.AA (11)",,"Grecia","Grecia",,"done",,,,,,,,,,,,,,,,
,2162,11,3000,"JWZBD/","יֹוזָבָד ",,,,,", , , ",,"nmpr",,"Jozabad",,,"Mitchel_Sec5.AA (11)",,"Jozabad","Jozabad",,"done",,,,,,,,,,,,,,,,
,2163,11,3410,"KBJR/","כַּבִּיר I",,,,,", , , ",,"adjv",,"great, mighty; much",,,"Mitchel_Sec5.BB (10)",,"fuerte, poderoso","fuerte, poderoso",,"done",,,,,,,,,,,,,,,,
,2164,11,3544,"KNS[","כנס ",,,,"regular",", , , regular","regular","verb","hit piel qal","gather",,"כָּנַם","Mitchel_Sec5.AA (11)",,0,"qal: acumular, recoger; pi: acumular; hit: envolverse a si mismo;","qal: acumular, recoger; qal pass: ; ni: ; pi: acumular; pu: ; hit: envolverse a si mismo; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","acumular, recoger",,"acumular",,"envolverse a si mismo",,,,,,,,,,,
,2165,11,3706,"LBJ>/","לָבִיא I",,,,,", , , ",,"subs",,"lion",,,"Mitchel_Sec5.AA (11)",,"leona","leona",,"done",,,,,,,,,,,,,,,,
,2166,11,3735,"LHV[","להט ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","piel qal","devour",,,"Mitchel_Sec5.AA (11)",,0,"pi: devorar; qal: consumir, quemar; pi: devorar;","pi: devorar; qal: consumir, quemar; qal pass: ; ni: ; pi: devorar; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3","consumir, quemar",,"devorar",,,,,,,,,,,,,
,2167,11,3811,"LMK/","לֶמֶךְ ",,,,,", , , ",,"nmpr",,"Lamech",,,"Mitchel_Sec5.AA (11)",,"Lamec","Lamec",,"done",,,,,,,,,,,,,,,,
,2168,11,4820,"MC<NT/","מִשְׁעֶנֶת ",,,,,", , , ",,"subs",,"support, staff",,,"Mitchel_Sec5.U (17)",,"vara, cayado","vara, cayado",,"done",,,,,,,,,,,,,,,,
,2169,11,3933,"MD/","מַד ",,,,,", , , ",,"subs",,"cloth, garment",,,"Mitchel_Sec5.Z (12)",,"ropa, vestido","ropa, vestido",,"done",,,,,,,,,,,,,,,,
,2170,11,3913,"MGWRJM/","מְגוּרִים ",,,,,", , , ",,"subs",,"state of sojourner, dwelling-place",,"מָגוֹר","Mitchel_Sec5.AA (11)",,"peregrinaje, ciudadania extranjera, peregrinaje, ciudadanía extranjera","peregrinaje, ciudadania extranjera, peregrinaje, ciudadanía extranjera",,"done",,,,,,,,,,,,,,,,
,2171,11,4296,"MLKH=/","מִלְכָּה II",,,,,", , , ",,"nmpr",,"Milcah",,,"Mitchel_Sec5.AA (11)",,"Milca, Milcá","Milca, Milcá",,"done",,,,,,,,,,,,,,,,
,2172,11,4281,"MLXMT/","מִלְחֶמֶת ",,,,,", , , ",,"subs",,"battle, war",,,,,"guerra, batalla","guerra, batalla",,,,,,,,,,,,,,,,,,
,2173,11,4037,"MWR>/","מֹורָא ",,,,,", , , ",,"subs",,"fear, awe, reverence",,,"Mitchel_Sec5.Z (12)",,"temor, reverencia, asombro; terror","temor, reverencia, asombro; terror",,"done",,,,,,,,,,,,,,,,
,2174,11,4156,"MXTH=/","מְחִתָּה II",,,,,", , , ",,"subs",,"terror, destruction, ruin",,,"Mitchel_Sec5.AA (11)",,"terror, destruccion, ruina, terror, destrucción, ruina","terror, destruccion, ruina, terror, destrucción, ruina",,"done",,,,,,,,,,,,,,,,
,2175,11,4555,"MYD/","מְצָד ",,,,,", , , ",,"subs",,"stronghold",,,"Mitchel_Sec5.AA (11)",,"fortaleza, baluarte","fortaleza, baluarte",,"done",,,,,,,,,,,,,,,,
,2176,11,5154,"N<R[","נער I","i-nun","ii-guttural",,,"i-nun, ii-guttural, , ","i-nun, ii-guttural","verb","hit nif piel qal","shake, shake off",,,"Mitchel_Sec5.AA (11)",,0,"qal: sacudir; ni: ser sacudido, sacudirse; pi: sacudir; hit: sacudirse;","qal: sacudir; qal pass: ; ni: ser sacudido, sacudirse; pi: sacudir; pu: ; hit: sacudirse; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","sacudir","ser sacudido, sacudirse","sacudir",,"sacudirse",,,,,,,,,,,
,2177,11,4921,"NB<[","נבע ","i-nun",,"iii-guttural",,"i-nun, , iii-guttural, ","i-nun, iii-guttural","verb","hif qal","flow, bubble",,,"Mitchel_Sec5.AA (11)",,0,"qal: flujo, burbujear; hi: causar flujo, burbujear;","qal: flujo, burbujear; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: causar flujo, burbujear; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","flujo, burbujear",,,,,"causar flujo, burbujear",,,,,,,,,,
,2178,11,4913,"NBL=/","נֵבֶל II",,,,,", , , ",,"subs",,"jar",,,"Mitchel_Sec5.AA (11)",,"jarro ceramico, jarro cerámico","jarro ceramico, jarro cerámico",,"done",,,,,,,,,,,,,,,,
,2179,11,5250,"NCK[","נשׁך I","i-nun",,,,"i-nun, , , ","i-nun","verb","piel qal","bite",,,"Mitchel_Sec5.Z (12)",,0,"qal: morder, picar; pi: morder;","qal: morder, picar; qal pass: ; ni: ; pi: morder; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","morder, picar",,"morder",,,,,,,,,,,,,
,2180,11,4930,"NGX[","נגח ","i-nun",,"iii-guttural",,"i-nun, , iii-guttural, ","i-nun, iii-guttural","verb","hit piel qal","gore",,,"Mitchel_Sec5.BB (10)",,0,"qal: encornar, acornear; pi: empujar; hit: particiar en empuje;","qal: encornar, acornear; qal pass: ; ni: ; pi: empujar; pu: ; hit: particiar en empuje; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","encornar, acornear",,"empujar",,"particiar en empuje",,,,,,,,,,,
,2181,11,5058,"NVWPTJ/","נְטֹופָתִי ",,,,,", , , ",,"adjv",,"Netophathite",,,"Mitchel_Sec5.AA (11)",,"Netofatita","Netofatita",,"done",,,,,,,,,,,,,,,,
,2182,11,5046,"NXC[","נחשׁ ","i-nun","ii-guttural",,,"i-nun, ii-guttural, , ","i-nun, ii-guttural","verb","nif piel","be under an omen",,,"Mitchel_Sec5.AA (11)",,0,"pi: adivinar, buscar por un significado; ni: estar bajo un presagio; pi: adivinar, buscar por un significado;","pi: adivinar, buscar por un significado; qal: ; qal pass: ; ni: estar bajo un presagio; pi: adivinar, buscar por un significado; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3",,"estar bajo un presagio","adivinar, buscar por un significado",,,,,,,,,,,,,
,2183,11,5197,"NYJB/","נְצִיב I",,,,,", , , ",,"subs",,"pillar, post",,,"Mitchel_Sec5.Z (12)",,"pilar, guarnicion, guarnición","pilar, guarnicion, guarnición",,"done",,,,,,,,,,,,,,,,
,2184,11,6171,"P>RN/","פָּארָן ",,,,,", , , ",,"nmpr",,"Paran",,,"Mitchel_Sec5.AA (11)",,"Paran, Parán","Paran, Parán",,"done",,,,,,,,,,,,,,,,
,2185,11,6190,"PDN/","פַּדָּן ",,,,,", , , ",,"subs",,"Paddan",,,"Mitchel_Sec5.AA (11)",,"Padan, Padán","Padan, Padán",,"done",,,,,,,,,,,,,,,,
,2186,11,6374,"PQX=/","פֶּקַח II",,,,,", , , ",,"nmpr",,"Pekah",,,"Mitchel_Sec5.AA (11)",,"Peka","Peka",,"done",,,,,,,,,,,,,,,,
,2187,11,6491,"PTJL/","פָּתִיל ",,,,,", , , ",,"subs",,"cord, thread",,,"Mitchel_Sec5.AA (11)",,"cordon, hilo, cordón, hilo","cordon, hilo, cordón, hilo",,"done",,,,,,,,,,,,,,,,
,2188,11,6477,"PTWX/","פִּתּוּחַ ",,,,,", , , ",,"subs",,"engraving",,,"Mitchel_Sec5.AA (11)",,"grabado","grabado",,"done",,,,,,,,,,,,,,,,
,2189,11,6244,"PVR/","פֶּטֶר ",,,,,", , , ",,"subs",,"first-born",,,"Mitchel_Sec5.Z (12)",,"primogenito, primogénito","primogenito, primogénito",,"done",,,,,,,,,,,,,,,,
,2190,11,6200,"PWX[","פוח I",,"ii-waw","iii-guttural",,", ii-waw, iii-guttural, ","ii-waw, iii-guttural","verb","qal","produce; snort against",,,"Mitchel_Sec5.W (15)",,0,"qal: soplar, estallar;","qal: soplar, estallar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","soplar, estallar",,,,,,,,,,,,,,,
,2191,11,6834,"QDC=/","קָדֵשׁ II",,,,,", , , ",,"adjv",,"temple-prostitute",,,"Mitchel_Sec5.AA (11)",,"consagrado (adj); culto prostituto (sust), ramera","consagrado (adj); culto prostituto (sust), ramera",,"done",,,,,,,,,,,,,,,,
